Aplicación,request,parámetro,valor,Generated entanglements,Mean fidel,Std fidel,Mean time,Std time,EPS
Capacity,request1,links$lastNode_distance,9.0,22222,1.0,0.0,45000.0,0.0,22222.0
Capacity,request1,links$lastNode_distance,12.36734693877551,16171,1.0,0.0,61836.73469388439,1.7966672073573115e-09,16171.0
Capacity,request1,links$lastNode_distance,15.73469387755102,12710,0.9998426435877262,0.012543684896369348,78673.46938776781,4.949493099859851e-09,12710.0
Capacity,request1,links$lastNode_distance,19.10204081632653,10470,0.9998089780324737,0.01382040958465021,95510.20408164826,1.1116086920377276e-08,10470.0
Capacity,request1,links$lastNode_distance,22.46938775510204,8900,0.9986516853932584,0.03669670234806845,112346.93877553174,1.3028112310463696e-08,8900.0
Capacity,request1,links$lastNode_distance,25.836734693877553,7740,0.9978036175710594,0.04681710709585669,129183.67346940022,2.511554806368443e-08,7740.0
Capacity,request1,links$lastNode_distance,29.20408163265306,6848,0.9957651869158879,0.06494224599456255,146020.40816328375,2.5875741687548353e-08,6848.0
Capacity,request1,links$lastNode_distance,32.57142857142857,6140,0.992671009771987,0.08530217594912158,162857.1428571643,2.87016293205951e-08,6140.0
Capacity,request1,links$lastNode_distance,35.93877551020408,5565,0.987601078167116,0.11066792380364729,179693.87755104786,2.977977782792545e-08,5565.0
Capacity,request1,links$lastNode_distance,39.30612244897959,5088,0.9803459119496856,0.13882216151965543,196530.6122448749,2.9483778199470293e-08,5088.0
Capacity,request1,links$lastNode_distance,42.673469387755105,4686,0.9814340588988476,0.13500050446500453,213367.34693875833,2.850519498134246e-08,4686.0
Capacity,request1,links$lastNode_distance,46.04081632653061,4343,0.9700667741192724,0.17042275491492498,230204.0816326388,2.5705800768723677e-08,4343.0
Capacity,request1,links$lastNode_distance,49.40816326530612,4047,0.9681245366938473,0.17569019690230164,247040.81632652227,2.5082171049831866e-08,4047.0
Capacity,request1,links$lastNode_distance,52.775510204081634,3789,0.9627870150435471,0.1893083121355098,263877.55102039076,1.2373236688569632e-08,3789.0
Capacity,request1,links$lastNode_distance,56.14285714285714,3562,0.9550814149354295,0.20715441876167573,280714.2857142743,1.0582936318254239e-08,3562.0
Capacity,request1,links$lastNode_distance,59.51020408163265,3360,0.9410714285714286,0.23552601676235035,297551.0204081548,3.947360379649294e-09,3360.0
Capacity,request1,links$lastNode_distance,62.87755102040816,3180,0.940251572327044,0.2370574293971415,314387.7551020384,6.127228591543188e-10,3180.0
Capacity,request1,links$lastNode_distance,66.24489795918367,3019,0.9244783040741967,0.2642750523411159,331224.48979592294,1.8284107312799392e-09,3019.0
Capacity,request1,links$lastNode_distance,69.61224489795919,2873,0.9244691959624086,0.2642919111870182,348061.22448980657,4.48766482419407e-09,2873.0
Capacity,request1,links$lastNode_distance,72.9795918367347,2740,0.9233576642335767,0.2660716546472706,364897.9591836872,1.0861734999951893e-08,2740.0
Capacity,request1,links$lastNode_distance,76.34693877551021,2619,0.9095074455899198,0.286940916587766,381734.6938775709,1.2537396248966358e-08,2619.0
Capacity,request1,links$lastNode_distance,79.71428571428571,2508,0.9066985645933014,0.2909123950358486,398571.42857143964,2.5310594440795718e-08,2508.0
Capacity,request1,links$lastNode_distance,83.08163265306122,2407,0.9011217282924803,0.2985605333520863,415408.1632653233,2.599632232389702e-08,2407.0
Capacity,request1,links$lastNode_distance,86.44897959183673,2313,0.8802421098140942,0.3247484150122772,432244.8979592041,2.8847214657529613e-08,2313.0
Capacity,request1,links$lastNode_distance,89.81632653061224,2226,0.8809523809523809,0.3239173018002658,449081.6326530879,2.97970199195394e-08,2226.0
Capacity,request1,links$lastNode_distance,93.18367346938776,2146,0.8755824790307549,0.3301341974090735,465918.36734691204,2.9796882943379177e-08,2146.0
Capacity,request1,links$lastNode_distance,96.55102040816327,2071,0.8643167551907291,0.34253460504936734,482755.10204079567,2.8856122247718186e-08,2071.0
Capacity,request1,links$lastNode_distance,99.91836734693878,2001,0.8565717141429285,0.35059669276750216,499591.83673467627,2.6001404218828648e-08,2001.0
Capacity,request1,links$lastNode_distance,103.28571428571428,1936,0.8398760330578512,0.3668157344960377,516428.57142855995,2.539791351516369e-08,1936.0
Capacity,request1,links$lastNode_distance,106.65306122448979,1875,0.8336,0.3725386673863161,533265.3061224286,1.2239638888739134e-08,1875.0
Capacity,request1,links$lastNode_distance,110.0204081632653,1817,0.8337919647771052,0.372369757678033,550102.0408163124,1.069460251901432e-08,1817.0
Capacity,request1,links$lastNode_distance,113.38775510204081,1763,0.8343732274532047,0.3718507432622164,566938.7755101931,3.977014616849511e-09,1763.0
Capacity,request1,links$lastNode_distance,116.75510204081633,1712,0.8195093457943925,0.3847079758473653,583775.5102040769,1.0000256772321818e-09,1712.0
Capacity,request1,links$lastNode_distance,120.12244897959184,1664,0.8311298076923077,0.3747498471813437,600612.2448979616,1.5066016849974785e-09,1664.0
Capacity,request1,links$lastNode_distance,123.48979591836735,1619,0.8221124150710315,0.3825362433368764,617448.9795918454,3.8321887833595065e-09,1619.0
Capacity,request1,links$lastNode_distance,126.85714285714286,1576,0.8343908629441624,0.37184739592918803,634285.7142857262,1.0542407521110659e-08,1576.0
Capacity,request1,links$lastNode_distance,130.22448979591837,1535,0.8058631921824104,0.39566361273132983,651122.4489796101,1.1972687198598406e-08,1535.0
Capacity,request1,links$lastNode_distance,133.59183673469386,1497,0.8069472277889111,0.39482595233981227,667959.183673479,2.5474641045988985e-08,1497.0
Capacity,request1,links$lastNode_distance,136.9591836734694,1460,0.7753424657534247,0.4174995978025202,684795.9183673629,2.6066387056344457e-08,1460.0
Capacity,request1,links$lastNode_distance,140.3265306122449,1425,0.7894736842105263,0.4078255793035058,701632.6530612438,2.8941211062170768e-08,1425.0
